Country;Continent;Rank;Title;Artists;Album;Explicit;Duration
Lithuania;Europe;39;ROXANNE;Arizona Zervas;ROXANNE;1;2:43:00
"Lithuania,Europe,40,Lose Somebody,""Kygo, OneRepublic"",Lose Somebody,0,3:19";;;;;;;
Lithuania;Europe;41;Daechwita;Agust D;D-2;1;3:45:00
Lithuania;Europe;42;After Party;Don Toliver;Heaven Or Hell;1;2:47:00
"Lithuania,Europe,43,bad guy,Billie Eilish,""WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"",0,3:14";;;;;;;
Lithuania;Europe;44;HIGHEST IN THE ROOM;Travis Scott;HIGHEST IN THE ROOM;1;2:55:00
Lithuania;Europe;45;Physical;Dua Lipa;Future Nostalgia;0;3:13:00
Lithuania;Europe;46;everything i wanted;Billie Eilish;everything i wanted;0;4:05:00
Lithuania;Europe;47;Taip Jau Gavosi;Sisters On Wire;Taip Jau Gavosi;0;3:10:00
Lithuania;Europe;48;Daisies;Katy Perry;Daisies;0;2:53:00
"Lithuania,Europe,49,Lose Control,""MEDUZA, Becky Hill, Goodboys"",Lose Control,0,2:48";;;;;;;
Lithuania;Europe;50;????? (????? ?????);Molchat Doma;?????;0;2:21:00
Luxembourg;Europe;1;No Time To Die;Billie Eilish;No Time To Die;0;4:02:00
Luxembourg;Europe;2;Blinding Lights;The Weeknd;After Hours;0;3:20:00
Luxembourg;Europe;3;The Box;Roddy Ricch;Please Excuse Me For Being Antisocial;1;3:16:00
Luxembourg;Europe;4;Dance Monkey;Tones And I;Dance Monkey (Stripped Back) / Dance Monkey;0;3:29:00
Luxembourg;Europe;5;Falling;Trevor Daniel;Falling;0;2:39:00
Luxembourg;Europe;6;Don't Start Now;Dua Lipa;Don't Start Now;0;3:03:00
"Luxembourg,Europe,7,Life Is Good (feat. Drake),""Future, Drake"",Life Is Good (feat. Drake),1,3:57";;;;;;;
"Luxembourg,Europe,8,Intentions (feat. Quavo),""Justin Bieber, Quavo"",Changes,0,3:32";;;;;;;
Luxembourg;Europe;9;Mios mit Bars;Luciano;Mios mit Bars;0;3:52:00
Luxembourg;Europe;10;everything i wanted;Billie Eilish;everything i wanted;0;4:05:00
Luxembourg;Europe;11;Yummy;Justin Bieber;Changes;0;3:28:00
Luxembourg;Europe;12;ROXANNE;Arizona Zervas;ROXANNE;1;2:43:00
"Luxembourg,Europe,13,Roses - Imanbek Remix,""SAINt JHN, Imanbek"",Roses (Imanbek Remix),1,2:56";;;;;;;
"Luxembourg,Europe,14,Give No Fxk,""Migos, Travis Scott, Young Thug"",Give No Fxk,1,3:44";;;;;;;
"Luxembourg,Europe,15,Verkackt,""Gzuz, Bonez MC"",Gzuz,1,2:16";;;;;;;
Luxembourg;Europe;16;Ride It;Regard;Ride It;0;2:37:00
"Luxembourg,Europe,17,Forever (feat. Post Malone & Clever),""Justin Bieber, Post Malone, Clever"",Changes,0,3:39";;;;;;;
Luxembourg;Europe;18;Memories;Maroon 5;Memories;0;3:09:00
Luxembourg;Europe;19;Roller;Apache 207;Platte;1;2:37:00
"Luxembourg,Europe,20,RITMO (Bad Boys For Life),""Black Eyed Peas, J Balvin"",RITMO (Bad Boys For Life),1,3:41";;;;;;;
"Luxembourg,Europe,21,Godzilla (feat. Juice WRLD),""Eminem, Juice WRLD"",Music To Be Murdered By,1,3:30";;;;;;;
"Luxembourg,Europe,22,bad guy,Billie Eilish,""WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"",0,3:14";;;;;;;
Luxembourg;Europe;23;Before You Go;Lewis Capaldi;Divinely Uninspired To A Hellish Extent (Extended Edition);0;3:35:00
"Luxembourg,Europe,24,Ne reviens pas,""Gradur, Heuss L'enfoiré"",Zone 59,1,3:08";;;;;;;
"Luxembourg,Europe,25,Lose Control,""MEDUZA, Becky Hill, Goodboys"",Lose Control,0,2:48";;;;;;;
Luxembourg;Europe;26;Donuts;Gzuz;Gzuz;1;2:42:00
Luxembourg;Europe;27;Circles;Post Malone;Hollywood's Bleeding;0;3:35:00
"Luxembourg,Europe,28,Tusa,""KAROL G, Nicki Minaj"",Tusa,0,3:20";;;;;;;
Luxembourg;Europe;29;What If I Told You That I Love You;Ali Gatie;What If I Told You That I Love You;0;3:13:00
Luxembourg;Europe;30;You should be sad;Halsey;Manic;1;3:25:00
Luxembourg;Europe;31;Gazozial;Gzuz;Gzuz;1;2:38:00
Luxembourg;Europe;32;Someone You Loved;Lewis Capaldi;Divinely Uninspired To A Hellish Extent;0;3:02:00
"Luxembourg,Europe,33,Señorita,""Shawn Mendes, Camila Cabello"",Shawn Mendes (Deluxe),0,3:10";;;;;;;
Luxembourg;Europe;34;Adore You;Harry Styles;Fine Line;0;3:27:00
Luxembourg;Europe;35;Weiss;Samra;Weiss;0;2:42:00
Luxembourg;Europe;36;What A Man Gotta Do;Jonas Brothers;What A Man Gotta Do;0;3:00:00
Luxembourg;Europe;37;Suicidal;YNW Melly;Melly vs. Melvin;1;3:42:00
"Luxembourg,Europe,38,My Oh My (feat. DaBaby),""Camila Cabello, DaBaby"",Romance,0,2:50";;;;;;;
Luxembourg;Europe;39;Loco;Gzuz;Gzuz;1;2:28:00
Luxembourg;Europe;40;Say So;Doja Cat;Hot Pink;1;3:57:00
"Luxembourg,Europe,41,Ausgezahlt,""Gzuz, RAF Camora"",Gzuz,1,2:38";;;;;;;
Luxembourg;Europe;42;Was hat es gebracht;Gzuz;Gzuz;1;2:33:00
Luxembourg;Europe;43;AMEX BLACK;Joker Bra;AMEX BLACK;1;2:54:00
Luxembourg;Europe;44;Physical;Dua Lipa;Physical;0;3:13:00
"Luxembourg,Europe,45,Trampoline (with ZAYN),""SHAED, ZAYN"",Melt (Deluxe),0,3:04";;;;;;;
Luxembourg;Europe;46;hot girl bummer;blackbear;hot girl bummer;1;3:05:00
Luxembourg;Europe;47;Baianá;Bakermat;Baianá;0;3:02:00
"Luxembourg,Europe,48,Know Your Worth,""Khalid, Disclosure"",Know Your Worth,0,3:01";;;;;;;
Luxembourg;Europe;49;Kopfnüsse;Gzuz;Gzuz;1;2:32:00
Luxembourg;Europe;50;Nie erwartet;Gzuz;Gzuz;1;2:39:00
Malaysia;Asia;1;Suasana Di Hari Raya;Anuar & Ellina;Suasana Di Hari Raya;0;3:15:00
"Malaysia,Asia,2,Seloka Hari Raya,""Uji Rashid, Hail Amir"",Siri Bintang Pujaan,0,2:58";;;;;;;
Malaysia;Asia;3;Suasana Hari Raya;Datuk Sharifah Aini;Syawal 1424;0;2:22:00
Malaysia;Asia;4;Selamat Berhari Raya;Rahimah Rahim;Selamat Berhari Raya;0;3:31:00
Malaysia;Asia;5;Selamat Hari Raya;Puan Sri Saloma;Selamat Hari Raya;0;2:37:00
Malaysia;Asia;6;Balik Kampung;Dato' Sudirman;Balik Kampung;0;3:38:00
"Malaysia,Asia,7,Stuck with U (with Justin Bieber),""Ariana Grande, Justin Bieber"",Stuck with U,0,3:48";;;;;;;
Malaysia;Asia;8;Sesuci Lebaran;Dato' Sri Siti Nurhaliza;Anugerah Aidilfitri;0;3:59:00
Malaysia;Asia;9;Dari Jauh Kupohon Maaf;Dato' Sudirman;Balik Kampung;0;3:49:00
Malaysia;Asia;10;Satu Hari Di Hari Raya;M. Nasir;Satu Hari Di Hari Raya;0;3:31:00
Malaysia;Asia;11;Selamat Hari Raya;Datuk Ahmad Jais;Selamat Hari Raya;0;2:32:00
Malaysia;Asia;12;Menjelang Hari Raya;Dato' DJ Dave;Siri Bintang Pujaan;0;3:14:00
Malaysia;Asia;13;Pulang Di Hari Raya;Noorkumalasari;Siri Bintang Pujaan;0;2:52:00
Malaysia;Asia;14;Suasana Riang Di Hari Raya;Junainah;Siri Bintang Pujaan;0;3:10:00
Malaysia;Asia;15;Senandung Hari Raya Untukmu;Dayangku Intan;Salam Aidilfitri Untuk Semua;0;3:27:00
Malaysia;Asia;16;Takbir Raya;Various artists;Takbir Raya;0;1:04:00
"Malaysia,Asia,17,death bed (coffee for your head) (feat. beabadoobee),""Powfu, beabadoobee"",death bed (coffee for your head) (feat. beabadoobee),0,2:53";;;;;;;
Malaysia;Asia;18;Play Date;Melanie Martinez;Cry Baby (Deluxe Edition);1;2:59:00
Malaysia;Asia;19;Dendang Perantau;Tan Sri P. Ramlee;Siri Kenangan Abadi Volume 1: Getaran Jiwa;0;2:40:00
"Malaysia,Asia,20,eight(Prod.&Feat. SUGA of BTS),""IU, SUGA"",eight,0,2:47";;;;;;;
"Malaysia,Asia,21,Rain On Me (with Ariana Grande),""Lady Gaga, Ariana Grande"",Rain On Me (with Ariana Grande),0,3:02";;;;;;;
Malaysia;Asia;22;Nazam Lebaran;Dato' Sri Siti Nurhaliza;Anugerah Aidilfitri;0;5:39:00
Malaysia;Asia;23;Warna Warni Aidilfitri;Nyanyian Ramai;Satu Hari Di Hari Raya;0;4:48:00
Malaysia;Asia;24;Bila Takbir Bergema;Rafeah Buang;Siri Bintang Pujaan;0;2:41:00
Malaysia;Asia;25;Kepulangan Yang Di Nanti;Aman Shah;Kepulangan Yang Dinanti;0;3:45:00
Malaysia;Asia;26;Indahnya Beraya Di Desa;Azlina Aziz;Salam Aidilfitri Untuk Semua;0;4:33:00
Malaysia;Asia;27;Selamat Hari Raya;Fazidah Joned;Selamat Hari Raya;0;2:35:00
Malaysia;Asia;28;Daechwita;Agust D;D-2;1;3:45:00
"Malaysia,Asia,29,Intentions (feat. Quavo),""Justin Bieber, Quavo"",Changes,0,3:32";;;;;;;
"Malaysia,Asia,30,Supalonely,""BENEE, Gus Dapperton"",STELLA & STEVE,1,3:43";;;;;;;
Malaysia;Asia;31;Blinding Lights;The Weeknd;After Hours;0;3:20:00
Malaysia;Asia;32;Someone You Loved;Lewis Capaldi;Divinely Uninspired To A Hellish Extent;0;3:02:00
Malaysia;Asia;33;Toosie Slide;Drake;Dark Lane Demo Tapes;1;4:07:00
Malaysia;Asia;34;Cahaya Aidilfitri;Black Dog Bone;Cahaya Aidilfitri;0;3:43:00
"Malaysia,Asia,35,ily (i love you baby) (feat. Emilee),""Surf Mesa, Emilee"",ily (i love you baby) (feat. Emilee),0,2:56";;;;;;;
Malaysia;Asia;36;Aidilfitri;Sanisah Huri;Aidilfitri;0;3:40:00
"Malaysia,Asia,37,Be Kind (with Halsey),""Marshmello, Halsey"",Be Kind (with Halsey),0,2:52";;;;;;;
"Malaysia,Asia,38,Roses - Imanbek Remix,""SAINt JHN, Imanbek"",Roses (Imanbek Remix),1,2:56";;;;;;;
Malaysia;Asia;39;Bersabarlah Sayang;Sanisah Huri;Siri Bintang Pujaan;0;3:31:00
Malaysia;Asia;40;Falling;Trevor Daniel;Nicotine;0;2:39:00
Malaysia;Asia;41;Bersama Di Hari Raya;Cenderawasih;Bersama Di Hari Raya;0;2:39:00
Malaysia;Asia;42;Don't Start Now;Dua Lipa;Future Nostalgia;0;3:03:00
Malaysia;Asia;43;Before You Go;Lewis Capaldi;Divinely Uninspired To A Hellish Extent (Extended Edition);0;3:35:00
Malaysia;Asia;44;Sunday Best;Surfaces;Where the Light Is;0;2:38:00
Malaysia;Asia;45;Circles;Post Malone;Hollywood's Bleeding;0;3:35:00
Malaysia;Asia;46;Bila Hari Raya Menjelma;Dato' Sri Siti Nurhaliza;Anugerah Aidilfitri;0;4:43:00
Malaysia;Asia;47;Air Mata Syawal;Dato' Sri Siti Nurhaliza;Anugerah Aidilfitri;0;5:03:00
Malaysia;Asia;48;Di Pagi Aidilfitri;Rosemaria;Siri Bintang Pujaan;0;3:41:00
"Malaysia,Asia,49,Say So (feat. Nicki Minaj),""Doja Cat, Nicki Minaj"",Say So (feat. Nicki Minaj),1,3:26";;;;;;;
Malaysia;Asia;50;Break My Heart;Dua Lipa;Future Nostalgia;0;3:41:00
Malta;Europe;1;All I Want for Christmas Is You;Mariah Carey;Merry Christmas;0;4:01:00
Malta;Europe;2;Last Christmas;Wham!;LAST CHRISTMAS;0;4:22:00
Malta;Europe;3;It's the Most Wonderful Time of the Year;Andy Williams;The Andy Williams Christmas Album;0;2:31:00
Malta;Europe;4;Rockin' Around The Christmas Tree;Brenda Lee;Merry Christmas From Brenda Lee;0;2:06:00
Malta;Europe;5;Jingle Bell Rock;Bobby Helms;The Classic Years: 1956-1962;0;2:10:00
Malta;Europe;6;It's Beginning to Look a Lot like Christmas;Michael Bublé;Christmas (Deluxe Special Edition);0;3:27:00
Malta;Europe;7;Feliz Navidad;José Feliciano;My Name Is José Feliciano;0;3:02:00
"Malta,Europe,8,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),""Frank Sinatra, B. Swanson Quartet"",Christmas Songs by Sinatra,0,2:35";;;;;;;
Malta;Europe;9;Dance Monkey;Tones And I;Dance Monkey (Stripped Back) / Dance Monkey;0;3:29:00
Malta;Europe;10;Holly Jolly Christmas;Michael Bublé;Christmas (Deluxe Special Edition);0;2:01:00
Malta;Europe;11;Do They Know It's Christmas? - 1984 Version;Band Aid;Do They Know It's Christmas?;0;3:42:00
Malta;Europe;12;Santa Tell Me;Ariana Grande;Santa Tell Me;0;3:24:00
"Malta,Europe,13,Happy Xmas (War Is Over) - Remastered,""John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono"",Power To The People - The Hits,0,3:33";;;;;;;
"Malta,Europe,14,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),""Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra"",Greatest Christmas Songs,0,2:35";;;;;;;
Malta;Europe;15;The Christmas Song (Merry Christmas To You);Nat King Cole;The Christmas Song (Expanded Edition);0;3:12:00
Malta;Europe;16;Christmas (Baby Please Come Home);Darlene Love;Caroling at Christmas;0;2:46:00
Malta;Europe;17;Underneath the Tree;Kelly Clarkson;Wrapped In Red;0;3:49:00
Malta;Europe;18;A Holly Jolly Christmas - Single Version;Burl Ives;Christmas Eve;0;2:13:00
Malta;Europe;19;Wonderful Christmastime - Edited Version / Remastered 2011;Paul McCartney;McCartney II;0;3:47:00
"Malta,Europe,20,White Christmas,""Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra"",Holiday Inn (Original Motion Picture Soundtrack),0,2:57";;;;;;;
Malta;Europe;21;Mistletoe;Justin Bieber;Under The Mistletoe (Deluxe Edition);0;3:02:00
Malta;Europe;22;Santa Claus Is Coming to Town;Michael Bublé;Christmas (Deluxe Special Edition);0;2:51:00
Malta;Europe;23;Merry Christmas Everyone;Shakin' Stevens;The Hits Of Shakin' Stevens Vol II;0;3:43:00
Malta;Europe;24;Blue Christmas;Elvis Presley;Elvis' Christmas Album;0;2:09:00
Malta;Europe;25;Let It Snow! Let It Snow! Let It Snow!;Dean Martin;A Winter Romance;0;1:57:00
Malta;Europe;26;Sleigh Ride;The Ronettes;Caroling at Christmas;0;3:01:00
Malta;Europe;27;Jingle Bell Rock - Daryl's Version;Daryl Hall & John Oates;Jingle Bell Rock;0;2:06:00
Malta;Europe;28;ROXANNE;Arizona Zervas;ROXANNE;1;2:43:00
Malta;Europe;29;Santa Claus Is Coming To Town;The Jackson 5;Christmas Album;0;2:24:00
"Malta,Europe,30,Driving Home for Christmas - 2019 Remaster,Chris Rea,""Dancing with Strangers (Deluxe Edition, 2019 Remaster)"",0,4:01";;;;;;;
"Malta,Europe,31,""Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975"",Bruce Springsteen,""Santa Claus Is Comin' to Town (Live at C.W. Post College, Greenvale, NY - December 1975)"",0,4:27";;;;;;;
Malta;Europe;32;Christmas (Baby Please Come Home);Mariah Carey;Merry Christmas;0;2:33:00
Malta;Europe;33;Falling;Trevor Daniel;Falling;0;2:39:00
Malta;Europe;34;Have Yourself A Merry Little Christmas;Sam Smith;Have Yourself A Merry Little Christmas;0;2:50:00
Malta;Europe;35;My Only Wish (This Year);Britney Spears;Caroling at Christmas;0;4:15:00
Malta;Europe;36;Run Rudolph Run - Single Version;Chuck Berry;Rock 'N' Roll Rarities;0;2:45:00
Malta;Europe;37;I Saw Mommy Kissing Santa Claus;The Jackson 5;Christmas Album;0;3:01:00
Malta;Europe;38;I'll Be Home for Christmas;Michael Bublé;Christmas (Deluxe Special Edition);0;4:27:00
Malta;Europe;39;Winter Wonderland;Tony Bennett;Snowfall - The Tony Bennett Christmas Album;0;2:13:00
"Malta,Europe,40,Fairytale of New York (feat. Kirsty MacColl),""The Pogues, Kirsty MacColl"",If I Should Fall From Grace With God (Expanded),0,4:32";;;;;;;
"Malta,Europe,41,One More Sleep,Leona Lewis,""Christmas, With Love"",0,3:59";;;;;;;
"Malta,Europe,42,""Baby, It's Cold Outside"",Dean Martin,A Winter Romance,0,2:23";;;;;;;
Malta;Europe;43;Circles;Post Malone;Hollywood's Bleeding;0;3:35:00
Malta;Europe;44;Mistletoe And Holly - Remastered 1999;Frank Sinatra;A Jolly Christmas From Frank Sinatra;0;2:16:00
Malta;Europe;45;Happy Xmas (War Is Over);Céline Dion;These Are Special Times;0;4:14:00
"Malta,Europe,46,Santa Baby,""Ariana Grande, Liz Gillies"",Christmas Kisses,0,2:50";;;;;;;
"Malta,Europe,47,Santa Baby (with Henri René & His Orchestra),""Eartha Kitt, Henri Rene & His Orchestra"",Heavenly Eartha,0,3:26";;;;;;;
Malta;Europe;48;Blinding Lights;The Weeknd;After Hours;0;3:20:00
Malta;Europe;49;Joy To The World;Nat King Cole;The Christmas Song (Expanded Edition);0;1:24:00
Malta;Europe;50;Don't Start Now;Dua Lipa;Don't Start Now;0;3:03:00
"Mexico,North America,1,Safaera,""Bad Bunny, Jowell & Randy, Nengo Flow"",YHLQMDLG,1,4:55";;;;;;;
Mexico;North America;2;Yo Perreo Sola;Bad Bunny;YHLQMDLG;0;2:52:00
Mexico;North America;3;Blinding Lights;The Weeknd;After Hours;0;3:20:00
Mexico;North America;4;Rojo;J Balvin;Colores;0;2:30:00
Mexico;North America;5;Favorito;Camilo;Por Primera Vez;0;3:29:00
"Mexico,North America,6,Jangueo,""Alex Rose, Rafa Pabön"",LOST,0,4:19";;;;;;;
Mexico;North America;7;Morado;J Balvin;Colores;0;3:20:00
Mexico;North America;8;Azul;J Balvin;Colores;0;3:25:00
Mexico;North America;9;Tattoo;Rauw Alejandro;Tattoo;0;3:22:00
"Mexico,North America,10,Rain On Me (with Ariana Grande),""Lady Gaga, Ariana Grande"",Rain On Me (with Ariana Grande),0,3:02";;;;;;;
Mexico;North America;11;Si Veo a Tu Mamá;Bad Bunny;YHLQMDLG;0;2:50:00
"Mexico,North America,12,Qué Maldición,""Banda MS de Sergio Lizárraga, Snoop Dogg"",Qué Maldición,0,3:23";;;;;;;
"Mexico,North America,13,Tusa,""KAROL G, Nicki Minaj"",Tusa,0,3:20";;;;;;;
"Mexico,North America,14,Elegí (feat. Dímelo Flow),""Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow"",Elegí (feat. Dímelo Flow),0,3:17";;;;;;;
Mexico;North America;15;La Difícil;Bad Bunny;YHLQMDLG;1;2:43:00
Mexico;North America;16;Don't Start Now;Dua Lipa;Future Nostalgia;0;3:03:00
"Mexico,North America,17,El Efecto,""Rauw Alejandro, Chencho Corleone"",El Efecto,0,3:37";;;;;;;
"Mexico,North America,18,Ignorantes,""Bad Bunny, Sech"",YHLQMDLG,1,3:30";;;;;;;
"Mexico,North America,19,PA' ROMPERLA,""Bad Bunny, Don Omar"",LAS QUE NO IBAN A SALIR,1,3:14";;;;;;;
Mexico;North America;20;Amarillo;J Balvin;Colores;0;2:37:00
Mexico;North America;21;Diosa;Myke Towers;Easy Money Baby;1;3:34:00
"Mexico,North America,22,Sigues Con El,""Dímelo Flow, Arcangel, Sech"",Sigues Con El,0,3:46";;;;;;;
Mexico;North America;23;Se Me Olvidó;Christian Nodal;Se Me Olvidó;0;2:39:00
Mexico;North America;24;Dance Monkey;Tones And I;Dance Monkey (Stripped Back) / Dance Monkey;0;3:29:00
"Mexico,North America,25,Hola - Remix,""Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow"",Hola (Remix),0,4:09";;;;;;;
Mexico;North America;26;Break My Heart;Dua Lipa;Future Nostalgia;0;3:41:00
Mexico;North America;27;BYE ME FUI;Bad Bunny;LAS QUE NO IBAN A SALIR;1;2:58:00
"Mexico,North America,28,La Santa,""Bad Bunny, Daddy Yankee"",YHLQMDLG,1,3:26";;;;;;;
"Mexico,North America,29,Roses - Imanbek Remix,""SAINt JHN, Imanbek"",Roses (Imanbek Remix),1,2:56";;;;;;;
"Mexico,North America,30,PORFA,""Feid, Justin Quiles"",FERXXO (VOL 1: M.O.R),0,3:52";;;;;;;
Mexico;North America;31;Arriba;Natanael Cano;Arriba;1;2:54:00
"Mexico,North America,32,No Me Conoce - Remix,""Jhay Cortez, J Balvin, Bad Bunny"",Famouz,0,5:09";;;;;;;
"Mexico,North America,33,death bed (coffee for your head) (feat. beabadoobee),""Powfu, beabadoobee"",death bed (coffee for your head) (feat. beabadoobee),0,2:53";;;;;;;
"Mexico,North America,34,Pa' Olvidarme De Ella,""Piso 21, Christian Nodal"",Pa' Olvidarme De Ella,1,3:47";;;;;;;
"Mexico,North America,35,LA CANCIÓN,""J Balvin, Bad Bunny"",OASIS,0,4:02";;;;;;;
Mexico;North America;36;Vete;Bad Bunny;YHLQMDLG;1;3:12:00
Mexico;North America;37;A Tu Merced;Bad Bunny;YHLQMDLG;0;2:55:00
Mexico;North America;38;Negro;J Balvin;Colores;0;3:02:00
"Mexico,North America,39,Fantasias,""Rauw Alejandro, Farruko"",Fantasias,0,3:19";;;;;;;
"Mexico,North America,40,ily (i love you baby) (feat. Emilee),""Surf Mesa, Emilee"",ily (i love you baby) (feat. Emilee),0,2:56";;;;;;;
Mexico;North America;41;Me La Avente;Carin Leon;El Malo;0;2:35:00
Mexico;North America;42;Say So;Doja Cat;Hot Pink;1;3:57:00
Mexico;North America;43;AYAYAY!;Christian Nodal;AYAYAY!;0;2:10:00
"Mexico,North America,44,CANCIÓN CON YANDEL,""Yandel, Bad Bunny"",LAS QUE NO IBAN A SALIR,1,3:29";;;;;;;
"Mexico,North America,45,Callaita,""Bad Bunny, Tainy"",Callaita,1,4:10";;;;;;;
"Mexico,North America,46,Yo Ya No Vuelvo Contigo - En Vivo,""Lenin Ramírez, Grupo Firme"",En Vivo Desde Mi Ranchito,0,4:00";;;;;;;
Mexico;North America;47;Amor Tumbado;Natanael Cano;Mi Nuevo Yo;0;3:41:00
Mexico;North America;48;Blanco;J Balvin;Colores;0;2:25:00
"Mexico,North America,49,CÓMO SE SIENTE - Remix,""Jhay Cortez, Bad Bunny"",CÓMO SE SIENTE (Remix),1,3:47";;;;;;;
"Mexico,North America,50,Supalonely,""BENEE, Gus Dapperton"",STELLA & STEVE,1,3:43";;;;;;;
Netherlands;Europe;1;Gordelweg;Kevin;Gordelweg;1;2:35:00
"Netherlands,Europe,2,ROCKSTAR (feat. Roddy Ricch),""DaBaby, Roddy Ricch"",BLAME IT ON BABY,1,3:01";;;;;;;
"Netherlands,Europe,3,Roses - Imanbek Remix,""SAINt JHN, Imanbek"",Roses (Imanbek Remix),1,2:56";;;;;;;
Netherlands;Europe;4;Blinding Lights;The Weeknd;After Hours;0;3:20:00
"Netherlands,Europe,5,Breaking Me,""Topic, A7S"",Breaking Me,0,2:46";;;;;;;
"Netherlands,Europe,6,Video Vixen,""Bilal Wahib, Bizzey"",Video Vixen,1,2:24";;;;;;;
"Netherlands,Europe,7,Stuck with U (with Justin Bieber),""Ariana Grande, Justin Bieber"",Stuck with U,0,3:48";;;;;;;
Netherlands;Europe;8;Toosie Slide;Drake;Dark Lane Demo Tapes;1;4:07:00
"Netherlands,Europe,9,ily (i love you baby) (feat. Emilee),""Surf Mesa, Emilee"",ily (i love you baby) (feat. Emilee),0,2:56";;;;;;;
"Netherlands,Europe,10,Supalonely,""BENEE, Gus Dapperton"",STELLA & STEVE,1,3:43";;;;;;;
"Netherlands,Europe,11,17 Miljoen Mensen - Live @538 in Ahoy,""Davina Michelle, Snelle"",17 Miljoen Mensen (Live @538 in Ahoy),0,1:47";;;;;;;
"Netherlands,Europe,12,Rain On Me (with Ariana Grande),""Lady Gaga, Ariana Grande"",Rain On Me (with Ariana Grande),0,3:02";;;;;;;
"Netherlands,Europe,13,death bed (coffee for your head) (feat. beabadoobee),""Powfu, beabadoobee"",death bed (coffee for your head) (feat. beabadoobee),0,2:53";;;;;;;
Netherlands;Europe;14;Break My Heart;Dua Lipa;Future Nostalgia;0;3:41:00
Netherlands;Europe;15;Het Is Al Laat Toch;Racoon;Het Is Al Laat Toch;0;3:28:00
"Netherlands,Europe,16,Intentions (feat. Quavo),""Justin Bieber, Quavo"",Changes,0,3:32";;;;;;;
Netherlands;Europe;17;Jongen Van De Straat;Lil Kleine;Jongen Van De Straat;0;2:36:00
Netherlands;Europe;18;In Your Eyes;The Weeknd;After Hours;1;3:57:00
Netherlands;Europe;19;Soldier On;DI-RECT;Soldier On;0;3:27:00
"Netherlands,Europe,20,Loop Niet Weg,""Kris Kross Amsterdam, Tino Martin, Emma Heesters"",Loop Niet Weg,0,3:05";;;;;;;
"Netherlands,Europe,21,Pa Olvidarte (Beste Zangers Seizoen 2019),""Emma Heesters, Rolf Sanchez"",Pa Olvidarte (Beste Zangers Seizoen 2019),0,2:51";;;;;;;
"Netherlands,Europe,22,Christian Dior (feat. Bryan Mg & SRNO),""Dopebwoy, Bryan Mg, SRNO"",Christian Dior (feat. Bryan Mg & SRNO),0,2:32";;;;;;;
"Netherlands,Europe,23,In Your Eyes (feat. Alida),""Robin Schulz, Alida"",In Your Eyes (feat. Alida),0,3:28";;;;;;;
"Netherlands,Europe,24,Wat Is Je Naam,""Yxng Le, Frenna"",Wat Is Je Naam,0,2:37";;;;;;;
Netherlands;Europe;25;Don't Start Now;Dua Lipa;Future Nostalgia;0;3:03:00
Netherlands;Europe;26;Beat Me - Official Song F1 Dutch Grand Prix;Davina Michelle;Beat Me (Official Song F1 Dutch Grand Prix);0;3:12:00
Netherlands;Europe;27;Weg Van Jou;Suzan & Freek;Weg Van Jou;0;2:26:00
Netherlands;Europe;28;Say So;Doja Cat;Hot Pink;1;3:57:00
Netherlands;Europe;29;Dance Monkey;Tones And I;Dance Monkey (Stripped Back) / Dance Monkey;0;3:29:00
Netherlands;Europe;30;Never Seen The Rain;Tones And I;Never Seen The Rain (Alternate Version);0;3:20:00
Netherlands;Europe;31;GOOBA;6ix9ine;GOOBA;1;2:12:00
Netherlands;Europe;32;Roller Coaster;Danny Vera;Pressure Makes Diamonds;0;4:29:00
"Netherlands,Europe,33,""Alone, Pt. II"",""Alan Walker, Ava Max"",""Alone, Pt. II"",0,2:59";;;;;;;
Netherlands;Europe;34;Before You Go;Lewis Capaldi;Divinely Uninspired To A Hellish Extent (Extended Edition);0;3:35:00
"Netherlands,Europe,35,Be Kind (with Halsey),""Marshmello, Halsey"",Be Kind (with Halsey),0,2:52";;;;;;;
"Netherlands,Europe,36,Rode Wijn,""Maan, Kraantje Pappie"",Rode Wijn,0,3:23";;;;;;;
Netherlands;Europe;37;Smoorverliefd;Snelle;Smoorverliefd;0;2:57:00
Netherlands;Europe;38;Blueberry Faygo;Lil Mosey;Certified Hitmaker;1;2:42:00
"Netherlands,Europe,39,Drown (feat. Clinton Kane),""Martin Garrix, Clinton Kane"",Drown (feat. Clinton Kane),0,2:54";;;;;;;
"Netherlands,Europe,40,THE SCOTTS,""THE SCOTTS, Travis Scott, Kid Cudi"",THE SCOTTS,1,2:45";;;;;;;
Netherlands;Europe;41;Underdog;Alicia Keys;Underdog;0;3:28:00
"Netherlands,Europe,42,Busje (feat. Chivv & Lauwtje),""Zefanio, Chivv, Lauwtje"",Busje (feat. Chivv & Lauwtje),0,2:59";;;;;;;
